cpu_time,cpu_usage,h:m:s,io_in,io_out,jobid,max_pss,max_rss,max_uss,max_vms,mean_load,rule_name,s,threads,genome,library,maxlength,nrows,operation,status
12.23,896.050675034523,0:00:09,0.0,0.04296875,0,950.3056640625,961.35546875,945.875,2987.52734375,96.10373160214228,binary_r,9.3238,1,hg38,genomicranges,10,1_000_000,intersection,ok
18.62,1546.320749235153,0:00:32,0.0,0.04296875,0,1419.359375,1433.7421875,1415.12109375,3464.0078125,47.93017249296258,binary_r,32.2619,1,hg38,genomicranges,10,10_000_000,intersection,ok
8.98,577.9504410982132,0:00:06,0.0,0.04296875,0,774.314453125,785.72265625,769.73828125,2811.4609375,87.29717915322631,binary_r,6.6205,1,hg38,genomicranges,100,10_000,intersection,ok
9.49,628.9753312110902,0:00:06,0.0,0.04296875,0,836.3740234375,847.46484375,832.171875,2873.6328125,90.89977899695076,binary_r,6.9194,1,hg38,genomicranges,100,100_000,intersection,ok
12.08,892.1159980773925,0:00:09,0.0,0.04296875,0,947.4072265625,958.5,943.02734375,2983.8984375,93.66864693269692,binary_r,9.5242,1,hg38,genomicranges,100,1_000_000,intersection,ok
18.46,1531.963316082954,0:00:32,0.0,0.04296875,0,1469.8349609375,1480.66015625,1465.25390625,3505.97265625,47.19621429945752,binary_r,32.4595,1,hg38,genomicranges,100,10_000_000,intersection,ok
9.45,629.0916137695312,0:00:07,0.0,0.04296875,0,788.255859375,799.8046875,783.69140625,2825.0625,89.6113993950266,binary_r,7.0202,1,hg38,genomicranges,1000,10_000,intersection,ok
9.45,630.7482435703278,0:00:07,0.1875,0.04296875,0,835.85546875,846.82421875,831.48828125,2873.234375,89.85121798493007,binary_r,7.0199,1,hg38,genomicranges,1000,100_000,intersection,ok
12.1,894.058326125145,0:00:09,0.0,0.04296875,0,946.8271484375,957.94140625,942.37890625,2983.90625,94.87190873672074,binary_r,9.4238,1,hg38,genomicranges,1000,1_000_000,intersection,ok
18.46,1531.8117733478543,0:00:42,0.0,0.04296875,0,1469.3193359375,1480.09765625,1464.73046875,3505.94921875,35.97310475810467,binary_r,42.5821,1,hg38,genomicranges,1000,10_000_000,intersection,ok
8.94,577.9993246793748,0:00:06,0.0,0.04296875,0,789.58984375,801.00390625,785.03125,2827.25,88.65346145487415,binary_r,6.5198,1,proteome,genomicranges,10,10_000,intersection,ok
9.5,628.9192981243133,0:00:07,0.0,0.04296875,0,834.14453125,845.3671875,829.90625,2870.68359375,87.10248222778371,binary_r,7.2205,1,proteome,genomicranges,10,100_000,intersection,ok
13.71,1053.0355506658552,0:00:11,0.0,0.04296875,0,1007.896484375,1019.1171875,1003.734375,3044.625,94.63527717399243,binary_r,11.1273,1,proteome,genomicranges,10,1_000_000,intersection,ok
18.69,1551.7927347898485,0:00:41,0.0,0.04296875,0,1221.9140625,1231.5234375,1217.66015625,3257.390625,37.14436452988376,binary_r,41.7773,1,proteome,genomicranges,10,10_000_000,intersection,ok
8.95,579.9634624004364,0:00:06,0.0,0.04296875,0,774.615234375,786.0,770.03515625,2811.46875,87.61793931946505,binary_r,6.6192,1,proteome,genomicranges,100,10_000,intersection,ok
9.56,630.8212489604949,0:00:07,0.0,0.04296875,0,833.2666015625,844.4453125,829.05859375,2870.6875,87.37036551693096,binary_r,7.2201,1,proteome,genomicranges,100,100_000,intersection,ok
14.21,1107.125980567932,0:00:11,0.0,0.04296875,0,1008.1474609375,1019.48046875,1004.03125,3045.01171875,94.3993664401826,binary_r,11.7281,1,proteome,genomicranges,100,1_000_000,intersection,ok
48.81,4570.085363340378,0:01:04,0.015625,0.04296875,0,5468.7763671875,5480.15625,5464.66015625,7505.99609375,70.39589604149202,binary_r,64.9198,1,proteome,genomicranges,100,10_000_000,intersection,ok
9.46,628.1876012802124,0:00:07,0.0,0.04296875,0,773.998046875,785.45703125,769.4453125,2811.45703125,88.23702386074596,binary_r,7.1193,1,proteome,genomicranges,1000,10_000,intersection,ok
9.49,630.8042210817338,0:00:07,5.01953125,0.04296875,0,833.4296875,844.546875,829.2265625,2870.66796875,87.3530190666617,binary_r,7.2213,1,proteome,genomicranges,1000,100_000,intersection,ok
16.84,1366.114046430588,0:00:14,0.0,0.04296875,0,1271.052734375,1281.71484375,1266.2421875,3328.375,95.98244654716578,binary_r,14.233,1,proteome,genomicranges,1000,1_000_000,intersection,ok
109.46,10642.016146564483,0:02:06,60.1171875,0.04296875,0,91487.2236328125,91514.140625,91483.5625,96978.15234375,83.92993333597018,binary_r,126.7964,1,proteome,genomicranges,1000,10_000_000,intersection,fail
9.46,626.9818637132645,0:00:06,0.4609375,0.046875,0,868.7578125,880.25,864.2109375,2905.29296875,93.31068138464792,binary_r,6.7193,1,hg38,genomicranges,10,10_000,subtract,ok
9.48,630.4913498640061,0:00:07,0.0,0.04296875,0,835.1474609375,846.140625,830.85546875,2872.51953125,88.55066877967165,binary_r,7.1201,1,hg38,genomicranges,10,100_000,subtract,ok
13.16,998.1075781106948,0:00:10,45.4765625,0.04296875,0,954.7001953125,965.62890625,950.3046875,2991.5234375,93.9243851806402,binary_r,10.6267,1,hg38,genomicranges,10,1_000_000,subtract,ok
18.68,1551.8453427791594,0:00:32,227.58984375,0.04296875,0,1469.771484375,1479.5859375,1465.515625,3505.94921875,47.22486622316526,binary_r,32.8608,1,hg38,genomicranges,10,10_000_000,subtract,ok
8.95,577.9921435117722,0:00:06,0.0,0.04296875,0,774.0859375,785.4609375,769.5,2811.45703125,87.31803724599868,binary_r,6.6194,1,hg38,genomicranges,100,10_000,subtract,ok
9.46,630.8503019094468,0:00:07,0.0,0.04296875,0,835.791015625,846.8359375,831.44921875,2872.87890625,88.60461914195858,binary_r,7.1198,1,hg38,genomicranges,100,100_000,subtract,ok
12.54,943.1747642993928,0:00:09,0.0,0.04296875,0,954.70703125,965.81640625,950.3203125,2991.65234375,95.02544625460278,binary_r,9.9255,1,hg38,genomicranges,100,1_000_000,subtract,ok
18.52,1535.5559983968733,0:00:33,0.0,0.04296875,0,1468.7666015625,1479.484375,1464.20703125,3505.97265625,45.75269370506016,binary_r,33.5621,1,hg38,genomicranges,100,10_000_000,subtract,ok
8.97,578.9888135433197,0:00:06,0.0,0.04296875,0,774.73828125,786.19140625,770.3203125,2811.46484375,87.47261307732721,binary_r,6.6191,1,hg38,genomicranges,1000,10_000,subtract,ok
9.44,629.5183770895004,0:00:07,0.0,0.04296875,0,835.068359375,846.359375,830.73828125,2872.5234375,88.41959860372664,binary_r,7.1197,1,hg38,genomicranges,1000,100_000,subtract,ok
12.64,946.1393438577652,0:00:10,0.0,0.04296875,0,950.2421875,961.3046875,945.81640625,2991.15234375,94.37554203444802,binary_r,10.0253,1,hg38,genomicranges,1000,1_000_000,subtract,ok
18.52,1534.575963807106,0:00:34,0.0,0.04296875,0,1469.1552734375,1480.0234375,1464.56640625,3505.94921875,44.10734400569083,binary_r,34.7918,1,hg38,genomicranges,1000,10_000_000,subtract,ok
8.93,576.0921490669251,0:00:06,0.0,0.04296875,0,796.5595703125,808.2265625,792.0,2834.40234375,87.0338082211261,binary_r,6.6192,1,proteome,genomicranges,10,10_000,subtract,ok
10.5,735.030704021454,0:00:08,0.01953125,0.04296875,0,861.7275390625,872.8203125,857.3359375,2897.6796875,90.51176487098296,binary_r,8.1208,1,proteome,genomicranges,10,100_000,subtract,ok
14.26,1104.6141803503035,0:00:11,0.0,0.04296875,0,1001.060546875,1012.27734375,996.84375,3037.1875,93.38481908227942,binary_r,11.8286,1,proteome,genomicranges,10,1_000_000,subtract,ok
18.69,1552.7689858675003,0:00:44,0.0,0.04296875,0,1222.1357421875,1231.93359375,1217.9140625,3257.39453125,34.90781248248823,binary_r,44.482,1,proteome,genomicranges,10,10_000_000,subtract,ok
8.94,576.1416527748107,0:00:06,0.0,0.04296875,0,816.939453125,828.5,812.42578125,2854.8359375,88.38065182028582,binary_r,6.5189,1,proteome,genomicranges,100,10_000,subtract,ok
10.09,687.1114181280135,0:00:07,0.0078125,0.04296875,0,862.017578125,873.16015625,857.6640625,2897.9609375,91.36450233864508,binary_r,7.5206,1,proteome,genomicranges,100,100_000,subtract,ok
14.14,1102.1391986370088,0:00:11,49.3984375,0.04296875,0,1028.7216796875,1039.7421875,1024.328125,3064.859375,94.76585720395032,binary_r,11.6301,1,proteome,genomicranges,100,1_000_000,subtract,ok
48.7,4563.189233541489,0:00:50,59.36328125,0.04296875,0,2021.4140625,2042.375,2016.63671875,4137.25,89.8302352942695,binary_r,50.7979,1,proteome,genomicranges,100,10_000_000,subtract,ok
8.89,577.8633723735809,0:00:06,0.0,0.04296875,0,816.162109375,827.5859375,811.5625,2853.6484375,87.29865908410655,binary_r,6.6194,1,proteome,genomicranges,1000,10_000,subtract,ok
10.02,684.9539883375169,0:00:07,0.0,0.04296875,0,864.0546875,875.12109375,859.66796875,2899.55078125,92.30134053403918,binary_r,7.4208,1,proteome,genomicranges,1000,100_000,subtract,ok
14.72,1154.894566440582,0:00:12,0.0,0.04296875,0,1019.8037109375,1030.40234375,1015.08203125,3055.734375,95.20466329566528,binary_r,12.1307,1,proteome,genomicranges,1000,1_000_000,subtract,ok
48.62,4536.790605497361,0:00:48,8.8515625,0.04296875,0,1950.7626953125,1999.0625,1918.38671875,4076.7890625,94.33167650259576,binary_r,48.094,1,proteome,genomicranges,1000,10_000_000,subtract,ok
8.91,576.9807534694671,0:00:06,0.0,0.04296875,0,783.880859375,795.23046875,779.02734375,2821.01171875,89.888820997745,unary_r,6.4188,1,hg38,genomicranges,10,10_000,merge,ok
8.959999999999999,578.1666729927063,0:00:06,0.0,0.04296875,0,799.357421875,811.59765625,795.0234375,2837.59765625,90.0715466637834,unary_r,6.419,1,hg38,genomicranges,10,100_000,merge,ok
11.589999999999998,840.0245095968247,0:00:08,0.0,0.04296875,0,898.01953125,909.2890625,893.65234375,2935.57421875,94.13915911797837,unary_r,8.9232,1,hg38,genomicranges,10,1_000_000,merge,ok
18.57,1540.9903748512268,0:00:19,0.0,0.04296875,0,1469.5126953125,1479.9765625,1464.80078125,3505.94921875,78.86520969517403,unary_r,19.5395,1,hg38,genomicranges,10,10_000_000,merge,ok
8.93,582.9780066490173,0:00:06,0.0078125,0.04296875,0,786.267578125,797.19921875,781.4296875,2823.12109375,90.81566828943774,unary_r,6.4194,1,hg38,genomicranges,100,10_000,merge,ok
8.96,577.9595447778702,0:00:06,0.0,0.04296875,0,774.7236328125,785.640625,770.3828125,2811.46875,88.63632336770185,unary_r,6.5206,1,hg38,genomicranges,100,100_000,merge,ok
10.61,739.2316331386567,0:00:08,0.0,0.04296875,0,898.2861328125,909.35546875,893.87109375,2935.56640625,89.90599352858013,unary_r,8.2223,1,hg38,genomicranges,100,1_000_000,merge,ok
18.46,1531.7182928323743,0:00:20,0.0,0.04296875,0,1325.9833984375,1336.8125,1321.4609375,3362.84375,73.49967763410488,unary_r,20.8398,1,hg38,genomicranges,100,10_000_000,merge,ok
9.48,632.0389389753341,0:00:06,0.0,0.046875,0,841.5869140625,852.65625,836.71484375,2877.80078125,92.68342060239247,unary_r,6.8193,1,hg38,genomicranges,1000,10_000,merge,ok
9.01,577.0907219171525,0:00:06,0.11328125,0.04296875,0,800.21875,811.5703125,796.05859375,2837.59375,89.9032549888539,unary_r,6.419,1,hg38,genomicranges,1000,100_000,merge,ok
11.53,842.1467544317245,0:00:08,0.0,0.046875,0,899.1884765625,910.50390625,894.78125,2935.57421875,95.45498731719324,unary_r,8.8224,1,hg38,genomicranges,1000,1_000_000,merge,ok
18.5,1539.5683063983918,0:00:18,0.0,0.04296875,0,1470.177734375,1480.84375,1465.421875,3505.953125,81.29906199261404,unary_r,18.9371,1,hg38,genomicranges,1000,10_000_000,merge,ok
8.93,576.0492396593094,0:00:06,0.00390625,0.04296875,0,774.6044921875,785.43359375,769.71875,2811.46875,89.73857237589236,unary_r,6.4192,1,proteome,genomicranges,10,10_000,merge,ok
9.45,628.5407026290893,0:00:06,0.0,0.046875,0,833.625,844.4296875,829.28125,2870.67578125,92.1325001317531,unary_r,6.8221,1,proteome,genomicranges,10,100_000,merge,ok
11.099999999999998,788.4840533494951,0:00:08,0.0,0.04296875,0,909.7109375,920.796875,905.48046875,2948.515625,92.5104419138082,unary_r,8.5232,1,proteome,genomicranges,10,1_000_000,merge,ok
18.52,1533.970357656479,0:00:21,0.0,0.04296875,0,1220.5673828125,1231.296875,1216.09765625,3257.390625,69.90460371014493,unary_r,21.9438,1,proteome,genomicranges,10,10_000_000,merge,ok
8.97,577.8150614023209,0:00:06,0.0,0.04296875,0,808.4208984375,820.5078125,803.58984375,2846.57421875,91.44587060091652,unary_r,6.3187,1,proteome,genomicranges,100,10_000,merge,ok
9.48,629.8711284875869,0:00:06,0.0,0.046875,0,833.63671875,844.62890625,829.34375,2870.69140625,92.36950408964796,unary_r,6.819,1,proteome,genomicranges,100,100_000,merge,ok
11.02,787.1429742574691,0:00:08,0.0,0.04296875,0,909.828125,920.79296875,905.453125,2948.5078125,92.3639719269798,unary_r,8.5222,1,proteome,genomicranges,100,1_000_000,merge,ok
18.55,1531.992009305954,0:00:22,0.0,0.04296875,0,1210.4169921875,1221.26953125,1205.83203125,3247.26953125,69.49519977262787,unary_r,22.0446,1,proteome,genomicranges,100,10_000_000,merge,ok
8.99,579.0514737129212,0:00:06,0.0,0.046875,0,834.201171875,845.3359375,829.33203125,2871.32421875,93.10716535376322,unary_r,6.2192,1,proteome,genomicranges,1000,10_000,merge,ok
9.46,628.8380690813065,0:00:06,0.0,0.046875,0,833.435546875,844.39453125,829.109375,2870.67578125,93.58664920095896,unary_r,6.7193,1,proteome,genomicranges,1000,100_000,merge,ok
11.57,840.205032992363,0:00:09,0.0,0.04296875,0,909.900390625,920.93359375,905.5234375,2948.53125,91.09141703783558,unary_r,9.2238,1,proteome,genomicranges,1000,1_000_000,merge,ok
18.45,1529.5597862005234,0:00:23,0.0078125,0.04296875,0,1210.564453125,1221.41796875,1205.97265625,3247.26171875,65.7923523841077,unary_r,23.2483,1,proteome,genomicranges,1000,10_000_000,merge,ok
9.02,579.0563415765763,0:00:06,0.0,0.04296875,0,823.9853515625,835.21484375,819.125,2861.34765625,91.62157479183836,unary_r,6.3201,1,hg38,genomicranges,10,10_000,cluster,ok
8.969999999999999,578.556945180893,0:00:06,0.0,0.04296875,0,816.724609375,827.85546875,812.390625,2854.09765625,88.7502639912549,unary_r,6.5189,1,hg38,genomicranges,10,100_000,cluster,ok
11.53,842.3046288967133,0:00:09,0.0,0.04296875,0,1004.5625,1015.69921875,1000.20703125,3042.26171875,90.34363887622354,unary_r,9.3233,1,hg38,genomicranges,10,1_000_000,cluster,ok
18.43,1534.9874064683918,0:00:28,0.0,0.04296875,0,1326.9873046875,1337.58203125,1322.19140625,3362.8515625,53.948474895652446,unary_r,28.4528,1,hg38,genomicranges,10,10_000_000,cluster,ok
9.0,580.9854150056839,0:00:06,0.0,0.04296875,0,815.564453125,826.71875,810.69921875,2852.32421875,90.49949002177932,unary_r,6.4198,1,hg38,genomicranges,100,10_000,cluster,ok
8.959999999999999,578.0880408525467,0:00:06,0.0,0.04296875,0,802.341796875,813.3046875,798.0,2839.5390625,88.67077822685503,unary_r,6.5195,1,hg38,genomicranges,100,100_000,cluster,ok
11.65,845.8621634006499,0:00:09,0.0,0.04296875,0,1047.0126953125,1058.87109375,1042.75390625,3084.94140625,93.7446185448405,unary_r,9.023,1,hg38,genomicranges,100,1_000_000,cluster,ok
18.59,1541.9198226451874,0:00:26,0.0,0.04296875,0,1469.05859375,1480.09375,1464.62890625,3505.97265625,57.8566648291464,unary_r,26.6507,1,hg38,genomicranges,100,10_000_000,cluster,ok
8.98,579.0317405462265,0:00:06,0.0,0.04296875,0,828.6943359375,839.6171875,823.85546875,2865.83984375,91.63920896576654,unary_r,6.3186,1,hg38,genomicranges,1000,10_000,cluster,ok
8.91,577.9640913963318,0:00:06,0.0,0.04296875,0,796.962890625,808.3515625,792.7734375,2834.15625,88.66612401443511,unary_r,6.5184,1,hg38,genomicranges,1000,100_000,cluster,ok
11.67,842.87596514225,0:00:09,0.0859375,0.04296875,0,995.7578125,1006.84765625,991.39453125,3034.4609375,90.38831145030126,unary_r,9.3251,1,hg38,genomicranges,1000,1_000_000,cluster,ok
18.54,1536.8812771558758,0:00:21,0.0,0.04296875,0,1469.30859375,1479.99609375,1464.5703125,3505.94921875,72.34956103080839,unary_r,21.2424,1,hg38,genomicranges,1000,10_000_000,cluster,ok
8.99,579.0428322076798,0:00:06,0.0,0.04296875,0,805.6689453125,816.6171875,800.80859375,2842.671875,90.21261905661338,unary_r,6.4186,1,proteome,genomicranges,10,10_000,cluster,ok
9.44,630.9025566339493,0:00:07,0.0,0.04296875,0,833.9091796875,845.06640625,829.54296875,2870.67578125,89.8688415740194,unary_r,7.0203,1,proteome,genomicranges,10,100_000,cluster,ok
12.079999999999998,893.8928510427476,0:00:09,0.0,0.04296875,0,1124.7783203125,1136.26171875,1120.36328125,3163.15234375,94.84662772767086,unary_r,9.4246,1,proteome,genomicranges,10,1_000_000,cluster,ok
18.54,1533.8915375709532,0:00:25,0.0,0.04296875,0,1220.318359375,1231.1640625,1215.78515625,3257.39453125,61.238669372894414,unary_r,25.0478,1,proteome,genomicranges,10,10_000_000,cluster,ok
8.91,575.2500125408172,0:00:06,0.0,0.04296875,0,786.357421875,797.39453125,781.515625,2823.12109375,89.62716570320488,unary_r,6.4183,1,proteome,genomicranges,100,10_000,cluster,ok
9.47,632.1209033727646,0:00:07,0.0,0.04296875,0,833.2470703125,844.4765625,828.90625,2870.6875,90.010178475849,unary_r,7.0228,1,proteome,genomicranges,100,100_000,cluster,ok
11.68,843.6748930931092,0:00:09,0.0,0.04296875,0,974.861328125,985.9921875,970.48046875,3013.59765625,93.49627519501988,unary_r,9.0236,1,proteome,genomicranges,100,1_000_000,cluster,ok
18.56,1536.9392500638962,0:00:23,0.0,0.04296875,0,1220.87109375,1231.66015625,1216.31640625,3257.39453125,65.82840550660167,unary_r,23.3477,1,proteome,genomicranges,100,10_000_000,cluster,ok
8.96,577.288832616806,0:00:06,0.0,0.04296875,0,802.3984375,813.4375,797.57421875,2839.48046875,89.93914228067989,unary_r,6.4187,1,proteome,genomicranges,1000,10_000,cluster,ok
9.47,629.80815680027,0:00:06,0.0,0.04296875,0,833.7314453125,844.71875,829.33984375,2870.80078125,91.0305213799524,unary_r,6.9186,1,proteome,genomicranges,1000,100_000,cluster,ok
11.01,786.9291384220123,0:00:08,0.0,0.04296875,0,913.5341796875,924.59765625,909.08203125,2950.1015625,91.26143807367258,unary_r,8.6228,1,proteome,genomicranges,1000,1_000_000,cluster,ok
18.46,1535.8995809316634,0:00:24,0.00390625,0.04296875,0,1211.18359375,1222.2109375,1206.62109375,3247.265625,61.55654077746526,unary_r,24.951,1,proteome,genomicranges,1000,10_000_000,cluster,ok
1.65,0.0,0:00:00,0.0,0.04296875,0,131.4599609375,135.8984375,128.953125,1177.15625,0.0,binary_shell,0.11,1,hg38,bedtools,10,10_000,nearest,ok
1.6700000000000002,0.0,0:00:00,0.0,0.04296875,0,131.3125,135.52734375,129.015625,1177.140625,0.0,binary_shell,0.4104,1,hg38,bedtools,10,100_000,nearest,ok
9.77,308.9695472717285,0:00:02,0.0,0.04296875,0,427.4814453125,438.7890625,423.4375,7867.87890625,109.83569027084808,binary_shell,2.813,1,hg38,bedtools,10,1_000_000,nearest,ok
81.35,7574.542807173728,0:00:30,0.0,0.04296875,0,2692.3271484375,2702.98046875,2688.08984375,60642.27734375,249.54771402713072,binary_shell,30.3531,1,hg38,bedtools,10,10_000_000,nearest,ok
1.6,0.0,0:00:00,0.0,0.04296875,0,129.9921875,134.51171875,127.50390625,1177.14453125,0.0,binary_shell,0.1094,1,hg38,bedtools,100,10_000,nearest,ok
1.62,0.0,0:00:00,0.0,0.04296875,0,131.5869140625,135.8125,129.30078125,1177.15234375,0.0,binary_shell,0.4095,1,hg38,bedtools,100,100_000,nearest,ok
9.71,303.31396160125735,0:00:02,0.0,0.04296875,0,428.3408203125,441.12890625,424.28125,7867.328125,104.09690444929468,binary_shell,2.9138,1,hg38,bedtools,100,1_000_000,nearest,ok
81.28,7577.9039798021295,0:00:30,0.0,0.04296875,0,2655.5234375,2667.18359375,2651.4765625,60704.84375,250.49158231728916,binary_shell,30.2521,1,hg38,bedtools,100,10_000_000,nearest,ok
1.63,0.0,0:00:00,0.0,0.04296875,0,130.6884765625,135.16796875,128.1953125,1177.15625,0.0,binary_shell,0.1091,1,hg38,bedtools,1000,10_000,nearest,ok
1.62,0.0,0:00:00,0.0,0.04296875,0,130.7529296875,134.9765625,128.48828125,1177.1484375,0.0,binary_shell,0.4086,1,hg38,bedtools,1000,100_000,nearest,ok
9.71,290.183887052536,0:00:02,0.0,0.04296875,0,431.255859375,443.00390625,427.15234375,7867.765625,103.14234986400868,binary_shell,2.8134,1,hg38,bedtools,1000,1_000_000,nearest,ok
81.35,7566.801861095429,0:00:31,0.0,0.04296875,0,2606.2216796875,2617.2265625,2602.11328125,60705.4609375,238.23786678873267,binary_shell,31.7615,1,hg38,bedtools,1000,10_000_000,nearest,ok
1.66,0.0,0:00:00,0.0,0.04296875,0,130.611328125,135.015625,128.14453125,1177.140625,0.0,binary_shell,0.1101,1,proteome,bedtools,10,10_000,nearest,ok
1.85,0.0,0:00:00,0.0,0.04296875,0,158.1611328125,167.51171875,154.83203125,1317.2421875,0.0,binary_shell,0.6095,1,proteome,bedtools,10,100_000,nearest,ok
15.84,689.3374871015549,0:00:03,0.0,0.04296875,0,469.1953125,480.5546875,465.19140625,8320.30859375,190.67060891728983,binary_shell,3.6153,1,proteome,bedtools,10,1_000_000,nearest,ok
134.79999999999998,12990.125905132292,0:00:38,0.0,0.04296875,0,2504.462890625,2515.47265625,2500.3203125,65390.23828125,335.9676544131806,binary_shell,38.6648,1,proteome,bedtools,10,10_000_000,nearest,ok
1.63,0.0,0:00:00,0.0,0.04296875,0,130.65234375,135.09375,128.16015625,1177.1484375,0.0,binary_shell,0.109,1,proteome,bedtools,100,10_000,nearest,ok
2.45,0.0,0:00:00,0.0,0.04296875,0,168.978515625,182.00390625,164.94921875,2018.5859375,0.0,binary_shell,0.6099,1,proteome,bedtools,100,100_000,nearest,ok
